"VH0001","2019-11-16 08:52:00",1.321,103.819,92.1788540640753,104.230204454489,96.5171587259733
"VH0002","2019-11-16 08:52:27",-24.469,13.0251,72.0759377229452,103.065701425235,87.2710621830793
"VH0003","2019-11-16 08:53:00",1.321,103.819,96.2722544275301,77.8013760205322,112.196170262351
"VH0004","2019-11-16 08:53:27",-24.469,13.0251,94.4064612569099,108.493607753325,72.0253744101029
"VH0005","2019-11-16 08:54:00",1.321,103.819,97.7528985897791,99.4134919963974,103.756270553275
"VH0006","2019-11-16 08:54:27",-24.469,13.0251,87.6788009733013,115.712262320356,89.7921046614854
"VH0007","2019-11-16 08:55:00",1.321,103.819,94.614174037134,85.7022356380606,142.827001371828
"VH0008","2019-11-16 08:55:27",-24.469,13.0251,96.4833028856645,93.0467974673871,98.3161904467832
"VH0009","2019-11-16 08:56:00",1.321,103.819,105.486157990584,118.291996630706,96.0288221791175
"VH0010","2019-11-16 08:56:27",-24.469,13.0251,99.1782353057746,99.1387170107194,95.4929646113014
